final_classification,cbs_species_definition,primary_survey_type,taxonomic_id,taxonomic_source,kingdom,phylum,class,order,family,genus,species,rank,species_lump,species_lump_taxonomic_id
serpula columbiana,serpula columbiana,point contact,338088,World Register of Marine Species:  www.marinespecies.org,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Serpula,Serpula columbiana,4,Serpula columbiana,338088
serpula vermicularis,serpula vermicularis,point contact,131051,World Register of Marine Species:  www.marinespecies.org,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Serpula,Serpula vermicularis,3,Serpula vermicularis,131051
sertularella spp; sertularia spp,sertularella spp; sertularia spp,point contact,1041959,World Register of Marine Species:  www.marinespecies.org,Animalia,Cnidaria,Hydrozoa,Leptothecata,NULL,NULL,NULL,3,Sertularella/Sertularia spp,13552
sertulariidae,sertulariidae,NA,1614,World Register of Marine Species:  www.marinespecies.org,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,NULL,NULL,5,Sertulariidae,1614
shrimp,shrimp,quadrat,1130,World Register of Marine Species:  www.marinespecies.org,Animalia,Arthropoda,Malacostraca,Decapoda,NULL,NULL,NULL,5,DROP,NA
silvetia compressa,silvetia compressa,point contact,374120,World Register of Marine Species:  www.marinespecies.org,Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Silvetia,Silvetia compressa,1,Silvetia compressa,374120
siphonaria brannii,siphonaria brannii,quadrat,575364,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Gastropoda,Siphonariida,Siphonariidae,Siphonaria,Siphonaria brannani,3,Siphonaria brannani,575364
siphonaria thersites,siphonaria thersites,quadrat,581906,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Gastropoda,Siphonariida,Siphonariidae,Siphonaria,Siphonaria thersites,3,Siphonaria thersites,581906
small balanus spp; semibalanus spp,small balanus spp; semibalanus spp,point contact,106057,World Register of Marine Species:  www.marinespecies.org,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,NULL,NULL,5,DROP,NA
smalllimpet,smalllimpet,quadrat,101,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Gastropoda,NULL,NULL,NULL,NULL,5,DROP,NA
smallmytilusspp,smallmytilusspp,point contact,138228,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,NULL,5,DROP,NA
snilimpet,snilimpet,quadrat,23118,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Gastropoda,Siphonariida,Siphonariidae,NULL,NULL,5,DROP,NA
soranthera ulvoidea,soranthera ulvoidea,point contact,372521,World Register of Marine Species:  www.marinespecies.org,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Soranthera,Soranthera ulvoidea,4,Soranthera ulvoidea,372521
sorella delicatula,sorella delicatula,point contact,372806,World Register of Marine Species:  www.marinespecies.org,Plantae,(Division) Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Sorella,Sorella delicatula,3,Sorella delicatula,372806
sparlingia pertusa,sparlingia pertusa,point contact,375031,World Register of Marine Species:  www.marinespecies.org,Plantae,(Division) Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Sparlingia,Sparlingia pertusa,4,Sparlingia pertusa,375031
sphacelaria californica,sphacelaria californica,point contact,495553,World Register of Marine Species:  www.marinespecies.org,Chromista,Ochrophyta,Phaeophyceae,Sphacelariales,Sphacelariaceae,Sphacelaria,Sphacelaria californica,3,Sphacelaria/Battersia spp,143782
sphacelaria spp; battersia spp,sphacelaria spp; battersia spp,NA,143782,World Register of Marine Species:  www.marinespecies.org,Chromista,Ochrophyta,Phaeophyceae,Sphacelariales,Sphacelariaceae,NULL,NULL,3,Sphacelaria/Battersia spp,143782
spheciospongia confoederata,spheciospongia confoederata,point contact,170531,World Register of Marine Species:  www.marinespecies.org,Animalia,Porifera,Demospongiae,Clionaida,Clionaidae,Spheciospongia,Spheciospongia confoederata,4,Spheciospongia confoederata,170531
spirobranchus spinosus,spirobranchus spinosus,point contact,334836,World Register of Marine Species:  www.marinespecies.org,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Spirobranchus,Spirobranchus spinosus,3,Spirobranchus spinosus,334836
spirorbis spp,spirorbis spp,point contact,129642,World Register of Marine Species:  www.marinespecies.org,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Spirorbis,NULL,1,Spirorbis spp,129642
spyridia filamentosa,spyridia filamentosa,point contact,144706,World Register of Marine Species:  www.marinespecies.org,Plantae,(Division) Rhodophyta,Florideophyceae,Ceramiales,Callithamniaceae,Spyridia,Spyridia filamentosa,3,Spyridia filamentosa,144706
stenogramme interrupta,stenogramme interrupta,point contact,145667,World Register of Marine Species:  www.marinespecies.org,Plantae,(Division) Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Stenogramma,Stenogramma interruptum,3,Stenogramma interruptum,145667
stenoplax conspicua,stenoplax conspicua,quadrat,848098,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Stenoplax,Stenoplax conspicua,3,Stenoplax conspicua,848098
stephanocystis dioica,stephanocystis dioica,point contact,624317,World Register of Marine Species:  www.marinespecies.org,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Stephanocystis dioica,1,Stephanocystis dioica,624317
stephanocystis neglecta,stephanocystis neglecta,point contact,624320,World Register of Marine Species:  www.marinespecies.org,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Stephanocystis neglecta,3,Stephanocystis neglecta,624320
stephanocystis osmundacea,stephanocystis osmundacea,point contact,502165,World Register of Marine Species:  www.marinespecies.org,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Stephanocystis osmundacea,1,Stephanocystis osmundacea,502165
stephanocystis setchellii,stephanocystis setchellii,point contact,624321,World Register of Marine Species:  www.marinespecies.org,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Stephanocystis setchellii,4,Stephanocystis setchellii,624321
stephanocystis spp,stephanocystis spp,NA,370250,World Register of Marine Species:  www.marinespecies.org,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,NULL,5,Stephanocystis spp,370250
stramonita biserialis,thais biserialis,quadrat,397110,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Stramonita,Stramonita biserialis,4,Stramonita biserialis,397110
strongylocentrotus droebachiensis,strongylocentrotus droebachiensis,quadrat,124321,World Register of Marine Species:  www.marinespecies.org,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus droebachiensis,3,Strongylocentrotus droebachiensis,124321
strongylocentrotus purpuratus,strongylocentrotus purpuratus,quadrat,240747,World Register of Marine Species:  www.marinespecies.org,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus purpuratus,1,Strongylocentrotus purpuratus,240747
strongylocentrotus spp; mesocentrotus spp,strongylocentrotus spp,NA,123161,World Register of Marine Species:  www.marinespecies.org,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,NULL,NULL,5,Strongylocentrotus/Mesocentrotus spp,123161
styela montereyensis,styela montereyensis,point contact,240756,World Register of Marine Species:  www.marinespecies.org,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,Styela montereyensis,3,Styela montereyensis,240756
styela yakutatensis,styela yakutatensis,point contact,251422,World Register of Marine Species:  www.marinespecies.org,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,Styela yakutatensis,4,Styela yakutatensis,251422
stylantheca spp,stylantheca spp,point contact,267873,World Register of Marine Species:  www.marinespecies.org,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylantheca,NULL,3,Stylantheca spp,267873
suberites ficus,suberites ficus,point contact,134285,World Register of Marine Species:  www.marinespecies.org,Animalia,Porifera,Demospongiae,Suberitida,Suberitidae,Suberites,Suberites ficus,4,Suberites ficus,134285
suberites spp,suberites spp,NA,132072,World Register of Marine Species:  www.marinespecies.org,Animalia,Porifera,Demospongiae,Suberitida,Suberitidae,Suberites,NULL,5,Suberites spp,132072
symphyocladiella baileyi,pterosiphonia baileyi,point contact,1356569,World Register of Marine Species:  www.marinespecies.org,Plantae,(Division) Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Symphyocladiella,Symphyocladiella baileyi,2,Symphyocladiella baileyi,1356569
symphyocladiella dendroidea; xiphosiphonia pennata,pterosiphonia dendroidea; pterosiphonia pennata,point contact,494009,World Register of Marine Species:  www.marinespecies.org,Plantae,(Division) Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,NULL,NULL,1,Symphyocladiella dendroidea/Xiphosiphonia pennata,494009
symphyocladiella gracilis,pterosiphonia gracilis,point contact,1356751,World Register of Marine Species:  www.marinespecies.org,Plantae,(Division) Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Symphyocladiella,Symphyocladiella gracilis,4,Symphyocladiella gracilis,1356751
taliepus nuttallii,taliepus nuttallii,quadrat,441503,World Register of Marine Species:  www.marinespecies.org,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Taliepus,Taliepus nuttallii,4,Taliepus nuttallii,441503
taonia lennebackerae,taonia lennebackerae,point contact,372695,World Register of Marine Species:  www.marinespecies.org,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Taonia,Taonia lennebackerae,3,Taonia lennebackerae,372695
tar,tarballs or tar crust was the final classification,point contact,NULL,MARINe researchers: pacificrockyintertidal.org,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Tar,271109
tectura paleacea,tectura paleacea,quadrat,527869,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Gastropoda,NULL,Lottiidae,Tectura,Tectura paleacea,3,Tectura paleacea,527869
tectura rosacea,tectura rosacea,quadrat,527871,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Gastropoda,NULL,Lottiidae,Tectura,Tectura rosacea,4,Tectura rosacea,527871
tedania obscurata,tedanione obscurata,point contact,169571,World Register of Marine Species:  www.marinespecies.org,Animalia,Porifera,Demospongiae,Poecilosclerida,Tedaniidae,Tedania,Tedania (Tedania),4,Tedania obscurata,169571
tegula aureotincta,tegula aureotincta,quadrat,534186,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,Tegula aureotincta,1,Tegula aureotincta,534186
tegula brunnea,tegula brunnea,quadrat,534187,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,Tegula brunnea,1,Tegula brunnea,534187
tegula funebralis,tegula funebralis,quadrat,534190,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,Tegula funebralis,1,Tegula funebralis,534190
tegula funebralis; tegula gallina,tegula funebralis; tegula gallina; only used for 2003 Baja surveys,quadrat,413467,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,NULL,5,DROP,NA
tegula gallina,tegula gallina,quadrat,534191,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,Tegula gallina,1,Tegula gallina,534191
tegula pulligo,tegula pulligo,quadrat,534194,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,Tegula pulligo,3,Tegula pulligo,534194
tegula spp,tegula spp,quadrat,413467,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,NULL,5,DROP,NA
telmessus cheiragonus,telmessus cheiragonus,quadrat,254360,World Register of Marine Species:  www.marinespecies.org,Animalia,Arthropoda,Malacostraca,Decapoda,Cheiragonidae,Telmessus,Telmessus cheiragonus,3,Telmessus cheiragonus,254360
terebellid,terebellid,point contact,154974,World Register of Marine Species:  www.marinespecies.org,Animalia,Annelida,Polychaeta,NULL,NULL,NULL,NULL,5,DROP,NA
tetraclita rubescens,tetraclita rubescens,point contact,882213,World Register of Marine Species:  www.marinespecies.org,Animalia,Arthropoda,Thecostraca,Balanomorpha,Tetraclitidae,Tetraclita,Tetraclita rubescens,1,Tetraclita rubescens,882213
thalamoporella spp,thalamoporella spp,point contact,204397,World Register of Marine Species:  www.marinespecies.org,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Thalamoporellidae,Thalamoporella,NULL,4,Thalamoporella spp,204397
thelepus crispus,thelepus crispus,point contact,332560,World Register of Marine Species:  www.marinespecies.org,Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Thelepus,Thelepus crispus,4,Thelepus crispus,332560
thylacodes squamigerus,thylacodes squamigerus,point contact,709499,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Thylacodes,Thylacodes squamigerus,1,Thylacodes squamigerus,709499
tiffaniella snyderiae,tiffaniella snyderiae,point contact,372796,World Register of Marine Species:  www.marinespecies.org,Plantae,(Division) Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Tiffaniella,Tiffaniella snyderae,2,Tiffaniella snyderae,372796
tomnashia luteominia,tomnashia luteominia,point contact,10710208,Global Biodiversity Information Facility (https://www.gbif.org/),Fungi,(Division) Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Tomnashia,Tomnashia luteominia,5,Lichen,438309
tomnashia rosei,tomnashia rosei,point contact,10897783,Global Biodiversity Information Facility (https://www.gbif.org/),Fungi,(Division) Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Tomnashia,Tomnashia rosei,5,Lichen,438309
tonicella lineata; tonicella lokii,tonicella lineata; tonicella lokii,quadrat,138090,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,NULL,4,Tonicella spp,138090
tonicella spp,tonicella spp,quadrat,138090,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,NULL,1,Tonicella spp,138090
tricellaria occidentalis,tricellaria occidentalis,point contact,395061,World Register of Marine Species:  www.marinespecies.org,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Tricellaria,Tricellaria occidentalis,4,Tricellaria occidentalis,395061
tricellaria spp,tricellaria spp,NA,110868,World Register of Marine Species:  www.marinespecies.org,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Tricellaria,NULL,5,Tricellaria spp,110868
tricellaria ternata,tricellaria ternata,point contact,111256,World Register of Marine Species:  www.marinespecies.org,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Tricellaria,Tricellaria ternata,4,Tricellaria ternata,111256
trichotropsis cancellata,trichotropis cancellata,quadrat,580665,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Gastropoda,Littorinimorpha,Capulidae,Trichotropis,Trichotropis cancellata,3,Trichotropis cancellata,580665
trimusculus reticulatus,trimusculus reticulatus,quadrat,414592,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Gastropoda,Ellobiida,Trimusculidae,Trimusculus,Trimusculus reticulatus,4,Trimusculus reticulatus,414592
triopha catalinae,triopha catalinae,quadrat,531258,World Register of Marine Species:  www.marinespecies.org,Animalia,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Triopha,Triopha catalinae,4,Triopha catalinae,531258
tubeworm,tubeworm,point contact,882,World Register of Marine Species:  www.marinespecies.org,Animalia,Annelida,NULL,NULL,NULL,NULL,NULL,5,DROP,NA
tubularia spp,tubularia spp,NA,117258,World Register of Marine Species:  www.marinespecies.org,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Tubularia,NULL,5,Tubularia spp,117258
turnerella mertensiana,turnerella mertensiana,point contact,372268,World Register of Marine Species:  www.marinespecies.org,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Furcellariaceae,Turnerella,Turnerella mertensiana,3,Turnerella mertensiana,372268
ulothrix spp,ulothrix spp,point contact,144287,World Register of Marine Species:  www.marinespecies.org,Plantae,(Division) Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae,Ulothrix,NULL,3,Ulothrix spp,144287
ulva spp; enteromorpha spp; kornmannia spp; monostroma spp,ulva spp; enteromorpha spp; kornmannia spp; monostroma spp,point contact,146216,World Register of Marine Species:  www.marinespecies.org,Plantae,(Division) Chlorophyta,Ulvophyceae,NULL,NULL,NULL,NULL,1,Ulvophyceae,146216
undaria pinnatifida,undaria pinnatifida,point contact,145721,World Register of Marine Species:  www.marinespecies.org,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Undaria,Undaria pinnatifida,3,Undaria pinnatifida,145721
